StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;consent;att_1;att_2;prolific_id;value_1_1;value_2_1;mourn_1_1;mourn_2_1;identity_stability_1_1;identity_stability_2_1;comp_1;comp_2;age;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;edu;edu_8_TEXT;ai_companion_app;uses_ai_assistant;gender_rep;relationship_rep;months_rep;hours_rep;subscription_rep;PROLIFIC_PID;revertible;revert_prompt;change_type;change_prompt
2024-07-01 14:05:05;2024-07-01 14:08:42;0;100;216;1;2024-07-01 14:08:42;R_17RelcwGkZiVgU9;anonymous;EN;1;1;2;2;5fadeb340e10471fdeb5fbf5;85;75;44;62;59;59;2;2;25;1;;3,4;;3;;Muah Ai;0;1;4;3;2;3;5fadeb340e10471fdeb5fbf5;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:06:12;2024-07-01 14:08:53;0;100;161;1;2024-07-01 14:08:54;R_3iPvPjfAKycVhS1;anonymous;EN;1;1;2;2;64707fd9bca46372e3a80468;0;0;0;0;0;0;1;2;45;2;;3;;2;;Pi and perplexity ;0;3;3;12;1;1;64707fd9bca46372e3a80468;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:22;2024-07-01 14:08:56;0;100;273;1;2024-07-01 14:08:56;R_3MAHQTWekP74KWR;anonymous;EN;1;1;2;2;6543ae61df4c68a0e486942f;50;0;0;1;100;0;1;1;43;2;;3;;4;;character ai and chai;0;2;1;6;1;1;6543ae61df4c68a0e486942f;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:45;2024-07-01 14:09:21;0;100;275;1;2024-07-01 14:09:21;R_6ewrhpDU1ylZoHy;anonymous;EN;0.699999988079071;1;2;2;62adcf439ff48317ff72e773;73;64;45;6;81;76;2;2;35;1;;1;;4;;chatgpt;1;3;1;3;1;1;62adcf439ff48317ff72e773;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:45;2024-07-01 14:09:47;0;100;302;1;2024-07-01 14:09:48;R_1Oy3JI5TWcOjeh7;anonymous;EN;1;1;2;2;6029b0e17f3b5d944ab183f1;50;50;30;20;25;25;1;1;33;1;;3;;4;;Replika;0;2;1;13;1;2;6029b0e17f3b5d944ab183f1;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:05:42;2024-07-01 14:09:52;0;100;250;1;2024-07-01 14:09:53;R_1h4p7UNg9SKuhk5;anonymous;EN;1;1;2;2;63d042c98e64ec1173d30ab7;77;46;61;75;50;63;1;2;25;1;;1;;4;;ChatGPT ;1;1;1;7;1;2;63d042c98e64ec1173d30ab7;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:29;2024-07-01 14:10:01;0;100;332;1;2024-07-01 14:10:02;R_1fLd9FyAG2MTprr;anonymous;EN;1;1;2;2;612962f44f151ddfd0298c52;80;81;90;73;87;75;2;2;64;1;;3;;3;;replika;0;2;1;3;1;1;612962f44f151ddfd0298c52;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:05:15;2024-07-01 14:10:23;0;100;307;1;2024-07-01 14:10:23;R_31torHbnnMt1YSn;anonymous;EN;1;1;2;2;63e55908254a436361a6787b;100;100;100;60;100;100;2;2;30;2;;3;;3;;Wyze;0;2;3;36;0.5;1;63e55908254a436361a6787b;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:07:57;2024-07-01 14:11:18;0;100;200;1;2024-07-01 14:11:18;R_1fZFhL7Ii1uJmhv;anonymous;EN;1;1;2;2;63dcc00d97b599698e60a1a6;67;79;77;67;72;80;1;2;31;1;;1;;4;;Chatgpt;1;1;3;21;1;3;63dcc00d97b599698e60a1a6;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:57;2024-07-01 14:11:30;0;100;393;1;2024-07-01 14:11:31;R_5H0F0RFWCFTdOGh;anonymous;EN;1;1;2;2;64360d6189dec3ac8afc9a78;0;0;0;0;100;100;2;1;65;2;;3;;3;;Replika;0;1;1;2;1;1;64360d6189dec3ac8afc9a78;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:05;2024-07-01 14:11:43;0;100;157;1;2024-07-01 14:11:44;R_3SC8zcQyDVf2QtX;anonymous;EN;1;1;2;2;5f92bb81a4643a06a71e9b61;0;0;0;0;52;0;1;2;43;2;;3;;3;;replika;0;1;1;12;0;1;5f92bb81a4643a06a71e9b61;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:26;2024-07-01 14:11:43;0;100;137;1;2024-07-01 14:11:44;R_1ILh3QGxivvi75f;anonymous;EN;1;1;2;2;60477705b440ae26c4aaf5bb;100;100;0;0;100;100;2;1;44;1;;3,5;;4;;Replika;0;2;1;18;1;1;60477705b440ae26c4aaf5bb;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:34;2024-07-01 14:11:47;0;100;432;1;2024-07-01 14:11:47;R_5qrgnCXTeNfUCuC;anonymous;EN;1;1;2;2;6562141f723ed05c242d7990;55;50;50;50;55;50;1;1;33;1;;1;;4;;ChatGPT;1;3;1;5;4;2;6562141f723ed05c242d7990;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:08;2024-07-01 14:12:04;0;100;475;1;2024-07-01 14:12:04;R_1Xk2yUIYwO91wjL;anonymous;EN;1;1;2;2;6341a541b6cfd5f8933f48c4;85;85;80;65;90;90;2;2;37;1;;1;;1;;Replika;0;2;1;6;0.25;1;6341a541b6cfd5f8933f48c4;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:08:43;2024-07-01 14:12:40;0;100;237;1;2024-07-01 14:12:41;R_6YtvCgJi6lYzOWy;anonymous;EN;1;1;2;2;6108688a0dab4b6622af82e9;100;100;94;100;100;100;2;2;58;2;;3;;4;;Chat gpt;1;2;1;12;2;2;6108688a0dab4b6622af82e9;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:56;2024-07-01 14:13:20;0;100;204;1;2024-07-01 14:13:21;R_5MAnqljXoXUybes;anonymous;EN;1;1;2;2;5fc3d41149c0c8728f07b95b;100;94;94;51;94;89;2;2;33;1;;3;;1;;Replika;0;2;2;6;1;1;5fc3d41149c0c8728f07b95b;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:08:24;2024-07-01 14:13:51;0;100;327;1;2024-07-01 14:13:52;R_3RE1awIxP4LhS2l;anonymous;EN;1;1;2;2;654cd7cdd242242523a845f2;62;73;69;60;68;80;1;2;39;1;;1;;5;;ChatGPT;1;1;1;48;5;2;654cd7cdd242242523a845f2;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:58;2024-07-01 14:13:59;0;100;541;1;2024-07-01 14:14:00;R_7uWzKY7Ceuqm8Jq;anonymous;EN;1;1;2;2;6564a8cb7b92b2429bd8c189;55;50;50;50;50;50;1;1;28;2;;1;;4;;Replika;0;3;1;6;2;1;6564a8cb7b92b2429bd8c189;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:36;2024-07-01 14:14:23;0;100;287;1;2024-07-01 14:14:23;R_7et6ImarFmDL2hC;anonymous;EN;1;1;2;2;6463e382425ee2c5d0a1b2c9;50;71;100;70;64;65;2;1;25;1;;3;;4;;ChatGPT;1;1;2;12;4;2;6463e382425ee2c5d0a1b2c9;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:12:17;2024-07-01 14:14:27;0;100;130;1;2024-07-01 14:14:28;R_1K6xYT2NaCNo1oJ;anonymous;EN;1;1;2;2;611692a4e50bab52864b978f;0;0;0;0;10;0;1;1;26;4;nonbinary ;3;;1;;replika;0;1;1;11;0.5;1;611692a4e50bab52864b978f;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:08:45;2024-07-01 14:14:30;0;100;344;1;2024-07-01 14:14:30;R_7Use7K7tAf78ztL;anonymous;EN;1;1;2;2;652007aa8bf93729d6829f67;87;79;20;24;79;24;1;2;52;2;;1;;4;;Siri;1;2;2;7;3;2;652007aa8bf93729d6829f67;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:44;2024-07-01 14:14:35;0;100;290;1;2024-07-01 14:14:35;R_1zUTDXFy8wqdEmE;anonymous;EN;1;1;2;2;636548d16d8486ac6e2c9332;90;76;17;66;82;77;1;1;44;1;;3;;4;;Replika;0;1;1;6;2;2;636548d16d8486ac6e2c9332;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:01;2024-07-01 14:15:04;0;100;362;1;2024-07-01 14:15:05;R_3IFBmah0M2T41Db;anonymous;EN;1;1;2;2;65200615cd6539ffbdf9d0a9;90;83;17;27;20;63;1;2;51;2;;1;;5;;Chat GPT;1;2;2;10;3;3;65200615cd6539ffbdf9d0a9;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:44;2024-07-01 14:15:27;0;100;343;1;2024-07-01 14:15:28;R_3ADXpVsnur6LxHr;anonymous;EN;1;1;2;2;654bba534f9a85157968f95c;62;75;44;61;98;42;2;1;49;2;;1;;4;;ChatBot;0;1;2;12;3;3;654bba534f9a85157968f95c;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:03:59;2024-07-01 14:15:29;0;100;689;1;2024-07-01 14:15:29;R_7j2jWO4tfOznIoa;anonymous;EN;1;1;2;2;65636b8039e7d18bb07ff7b9;30;30;30;30;30;30;2;2;33;1;;1;;4;;Google;1;1;1;4;6;2;65636b8039e7d18bb07ff7b9;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:03:56;2024-07-01 14:16:07;0;100;730;1;2024-07-01 14:16:07;R_74OSw61RRTb929j;anonymous;EN;1;1;2;2;65675f2ae0bb2e4ecb9c539d;92;82;100;95;96;100;2;2;71;2;;1;;4;;Replika;0;3;1;6;2;1;65675f2ae0bb2e4ecb9c539d;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:03:41;2024-07-01 14:16:11;0;100;750;1;2024-07-01 14:16:11;R_6OqR5IjSFE4Qvjs;anonymous;EN;1;1;2;2;603d6ae665fbaacb5621ede2;82;93;74;98;90;73;2;1;27;1;;1;;4;;CharacterAI;0;1;2;6;1;3;603d6ae665fbaacb5621ede2;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:29;2024-07-01 14:16:13;0;100;404;1;2024-07-01 14:16:14;R_6Ba1RouimrZ5dn8;anonymous;EN;1;1;2;2;63fec7dbaea52aea8eecb7b7;8;11;15;4;9;6;1;1;40;1;;4;;2;;ChatGPT;1;1;3;6;2;1;63fec7dbaea52aea8eecb7b7;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:06:50;2024-07-01 14:16:21;0;100;570;1;2024-07-01 14:16:21;R_50VAYjlCN23dBcF;anonymous;EN;1;1;2;2;60c4e59f7d316239aa92f87d;1;3;0;0;2;1;1;2;66;2;;3;;4;;Google;1;3;4;1;0.25;1;60c4e59f7d316239aa92f87d;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:09:08;2024-07-01 14:16:21;0;100;432;1;2024-07-01 14:16:22;R_1DtMz3D6xovdlqC;anonymous;EN;1;1;2;2;6464d6f0b5714d57045709f9;87;84;82;89;85;85;2;1;53;1;;1;;4;;Siri;1;2;1;24;5;1;6464d6f0b5714d57045709f9;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:12:46;2024-07-01 14:16:25;0;100;219;1;2024-07-01 14:16:26;R_3rGwAH90dWExY0F;anonymous;EN;1;1;2;2;60dabec99da9511a8e98f20e;0;0;0;0;0;0;1;1;37;1;;2,3;;4;;Replika;0;2;1;7;1;2;60dabec99da9511a8e98f20e;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:05:40;2024-07-01 14:17:00;0;100;680;1;2024-07-01 14:17:01;R_3nJaUhMLGYuQcDZ;anonymous;EN;1;1;2;2;63639d3bbd810ed5c307efc3;0;0;100;100;0;0;2;2;32;1;;1;;4;;Replika;0;1;3;60;1;1;63639d3bbd810ed5c307efc3;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:12:57;2024-07-01 14:17:04;0;100;247;1;2024-07-01 14:17:05;R_6POGRnh2jyhVh29;anonymous;EN;1;1;2;2;550bb70bfdf99b6853dab45e;100;100;11;1;81;59;2;2;32;2;;3;;4;;CharacterAI;0;1;1;9;1;1;550bb70bfdf99b6853dab45e;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:11:00;2024-07-01 14:17:20;0;100;380;1;2024-07-01 14:17:21;R_18HxsfUkOnpgfBE;anonymous;EN;1;1;2;2;5c05fbea1a20110001ea040d;80;80;60;10;10;80;2;2;31;2;;3;;4;;Replika;0;1;1;12;0.5;3;5c05fbea1a20110001ea040d;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:04:57;2024-07-01 14:17:40;0;100;762;1;2024-07-01 14:17:40;R_3D0wPaSsSZIXsUF;anonymous;EN;1;1;2;2;5fd9227fbeeb773aa4d6c986;97;37;58;84;51;61;2;2;34;1;;4;;4;;Replika;0;2;1;7;4;3;5fd9227fbeeb773aa4d6c986;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:14:54;2024-07-01 14:17:46;0;100;172;1;2024-07-01 14:17:47;R_1B4xSr1KrZmbQHL;anonymous;EN;1;1;2;2;5f712c16875f0375275c57d5;0;0;0;0;0;0;1;2;30;1;;3;;4;;character ai;0;2;1;8;1;1;5f712c16875f0375275c57d5;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:11:39;2024-07-01 14:17:51;0;100;372;1;2024-07-01 14:17:52;R_14hBjx0lgi00tiY;anonymous;EN;1;1;2;2;63225b65b2d6e889f7289909;0;0;0;0;0;0;1;1;49;1;;3;;4;;Google Assistant;0;3;3;6;1;1;63225b65b2d6e889f7289909;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 14:16:59;2024-07-01 14:18:14;0;100;74;1;2024-07-01 14:18:14;R_1s6nGrEUPUwDQyA;anonymous;EN;1;1;2;2;5c475608cae0ab000188cb6e;71;59;34;75;41;65;2;2;33;1;;4;;3;;replika;1;2;4;3;1;1;5c475608cae0ab000188cb6e;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
