"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent","screen","att_1","att_2","X1_support_1","X1_satisfaction_1","X1_inclusion","X2_support_1","X2_satisfaction_1","X2_inclusion","X3_support_1","X3_satisfaction_1","X3_inclusion","X4_support_1","X4_satisfaction_1","X4_inclusion","X5_support_1","X5_satisfaction_1","X5_inclusion","X6_support_1","X6_satisfaction_1","X6_inclusion","X7_support_1","X7_satisfaction_1","X7_inclusion","X8_support_1","X8_satisfaction_1","X8_inclusion","comp_1","rep_relation","rep_relation_5_TEXT","rep_relation_mos","rep_subscribe","rep_exp_lev","age","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","edu","edu_8_TEXT","questions_DO"
"7/10/23 18:37","7/10/23 18:42",0,100,303,1,"7/10/23 18:42","R_bQ8PFVJmuQtPoc1","anonymous","EN",0.800000012,1,1,2,2,29,21,1,89,95,2,88,84,4,91,84,3,86,83,3,84,96,5,85,87,6,94,94,6,2,4,NA,24,2,80,30,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 18:40","7/10/23 18:44",0,100,241,1,"7/10/23 18:44","R_0IfQlihIgPh4i6R","anonymous","EN",0.400000006,1,1,2,2,8,12,1,100,100,7,86,86,7,81,87,6,78,78,6,87,90,7,100,100,7,100,100,7,2,3,NA,10,3,60,36,2,NA,"3",NA,6,"","vign|satisfaction|inclusion|support"
"7/10/23 18:38","7/10/23 18:44",0,100,357,1,"7/10/23 18:44","R_2QMVvsJf2qFMXhr","anonymous","EN",0.800000012,1,1,2,2,9,31,1,43,68,4,71,64,1,40,72,1,42,65,3,60,74,7,63,92,7,70,62,6,2,3,NA,80,2,80,35,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 18:43","7/10/23 18:47",0,100,264,1,"7/10/23 18:47","R_1lbh5tB2xEEPfiJ","anonymous","EN",0.800000012,1,1,2,2,17,8,1,69,68,2,88,87,4,86,83,3,76,76,4,65,79,3,100,88,7,83,74,6,2,3,NA,6,2,60,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 18:42","7/10/23 18:48",0,100,356,1,"7/10/23 18:48","R_1SLRfXBpj9HcOWZ","anonymous","EN",0.800000012,1,1,2,2,62,44,1,48,62,3,6,18,2,47,54,3,61,36,4,82,63,6,66,61,7,50,64,4,2,3,NA,6,2,65,25,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 18:45","7/10/23 18:48",0,100,167,1,"7/10/23 18:48","R_25RXKEhhBK4YwCj","anonymous","EN",0.400000006,1,1,2,2,3,1,1,95,100,7,99,100,7,85,80,6,87,89,6,78,85,6,100,100,7,100,100,7,2,2,NA,12,2,70,27,2,NA,"3,5",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 18:45","7/10/23 18:49",0,100,270,1,"7/10/23 18:49","R_4TlwkGQ9jwitVWp","anonymous","EN",0.800000012,1,1,2,2,19,0,1,56,84,6,49,75,6,44,62,4,50,61,4,64,43,3,82,93,7,73,88,7,2,3,NA,60,2,85,30,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 18:48","7/10/23 18:51",0,100,183,1,"7/10/23 18:51","R_3qk52DBAeUBOoHS","anonymous","EN",0.800000012,1,1,2,2,8,19,1,62,69,2,66,68,4,93,96,6,62,60,4,83,81,4,95,100,7,79,71,6,2,4,NA,16,2,70,30,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 18:49","7/10/23 18:53",0,100,238,1,"7/10/23 18:53","R_3GwzA2TmsG8KcIb","anonymous","EN",0.800000012,1,1,2,2,8,9,1,90,90,7,85,85,6,77,77,6,84,84,6,88,89,6,90,91,7,95,95,7,2,4,NA,5,2,70,28,2,NA,"3,4",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 18:48","7/10/23 18:53",0,100,326,1,"7/10/23 18:53","R_2c113him9xFsAcx","anonymous","EN",0.400000006,1,1,2,2,7,29,1,29,87,4,93,23,4,30,92,4,40,31,2,60,87,6,27,80,5,82,92,7,2,1,NA,24,2,8,26,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 18:50","7/10/23 18:53",0,100,189,1,"7/10/23 18:53","R_SVlaoVKcxRZCqIN","anonymous","EN",0.800000012,1,1,2,2,0,21,1,56,75,6,60,72,6,39,61,5,58,78,5,59,64,4,81,100,7,44,84,6,2,4,NA,60,2,60,30,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 18:51","7/10/23 18:55",0,100,208,1,"7/10/23 18:55","R_2QFpoXCXqsiCylO","anonymous","EN",0.800000012,1,1,2,2,12,15,1,39,35,2,68,69,4,77,73,4,68,69,2,87,83,6,100,100,7,75,73,6,2,1,NA,8,2,7,25,1,NA,"3",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 18:54","7/10/23 18:57",0,100,163,1,"7/10/23 18:57","R_1eJYOvfVWDPRQXi","anonymous","EN",0.800000012,1,1,2,2,13,31,1,40,67,5,34,63,2,44,70,6,64,71,6,43,63,4,86,100,7,62,84,7,2,2,NA,120,2,70,30,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 18:54","7/10/23 18:57",0,100,212,1,"7/10/23 18:57","R_31RFqzyDynPtoj7","anonymous","EN",0.899999976,1,1,2,2,66,77,3,81,81,3,73,74,3,91,81,2,37,80,4,72,78,2,80,76,2,64,86,3,2,1,NA,34,2,8,20,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 18:53","7/10/23 18:58",0,100,267,1,"7/10/23 18:58","R_1ojvvpcjv1dUMJD","anonymous","EN",0.400000006,1,1,2,2,10,10,1,73,73,5,75,75,5,76,76,5,64,64,5,81,81,6,100,100,7,85,85,6,2,3,NA,8,2,70,38,3,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 18:56","7/10/23 18:58",0,100,143,1,"7/10/23 18:59","R_2CwXTUClDLWDQqh","anonymous","EN",0.800000012,1,1,2,2,20,16,1,71,75,2,77,76,3,76,73,3,81,84,5,74,70,2,78,77,6,73,77,3,2,4,NA,12,2,8,25,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 18:58","7/10/23 19:00",0,100,143,1,"7/10/23 19:00","R_2YPv4L6umkPhHVK","anonymous","EN",0.800000012,1,1,2,2,0,0,1,40,74,4,32,71,4,60,76,6,40,72,6,16,54,3,62,97,7,58,73,5,2,2,NA,60,2,70,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 18:58","7/10/23 19:01",0,100,143,1,"7/10/23 19:01","R_3LZTYTDcF0KDSsa","anonymous","EN",1,1,1,2,2,79,83,5,26,90,1,73,99,4,91,79,1,76,93,2,76,93,1,73,76,2,75,85,4,2,3,NA,56,2,90,21,1,NA,"3",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 18:53","7/10/23 19:01",0,100,512,1,"7/10/23 19:01","R_3m2Un26c3W5tus7","anonymous","EN",0.899999976,1,1,2,2,63,63,5,81,86,6,56,55,2,100,61,6,100,100,6,100,100,7,70,69,6,91,82,7,2,2,NA,24,1,185,17,2,NA,"1",NA,1,"","vign|inclusion|satisfaction|support"
"7/10/23 18:59","7/10/23 19:01",0,100,136,1,"7/10/23 19:01","R_emKCUM4qrMboN8t","anonymous","EN",0.800000012,1,1,2,2,19,20,1,62,62,2,66,73,3,79,76,2,74,80,5,75,70,2,83,82,6,81,78,6,2,3,NA,24,2,80,25,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 18:59","7/10/23 19:02",0,100,198,1,"7/10/23 19:02","R_1Ivi6OWbvjEyv1S","anonymous","EN",0.400000006,1,1,2,2,9,9,1,86,86,6,71,71,5,89,89,6,90,90,7,77,77,5,100,100,7,96,96,7,2,2,NA,14,2,65,29,2,NA,"3,5",NA,7,"","vign|satisfaction|inclusion|support"
"7/10/23 19:01","7/10/23 19:04",0,100,165,1,"7/10/23 19:04","R_x9PhuitdUhdCcCt","anonymous","EN",0.800000012,1,1,2,2,19,33,1,50,66,4,63,76,6,44,61,3,36,69,5,45,65,3,71,97,7,61,70,6,2,2,NA,60,4,60,35,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:02","7/10/23 19:05",0,100,139,1,"7/10/23 19:05","R_30q3chxmTDtazgF","anonymous","EN",0.800000012,1,1,2,2,16,11,2,85,75,4,85,80,5,87,79,4,79,74,3,75,78,2,86,77,6,86,82,3,2,1,NA,36,2,85,28,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:04","7/10/23 19:07",0,100,128,1,"7/10/23 19:07","R_cwg0OR7K0aQjV4Z","anonymous","EN",0.800000012,1,1,2,2,19,32,1,68,78,5,64,86,5,29,60,3,65,81,6,59,78,4,80,100,7,62,72,4,2,1,NA,60,2,70,35,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:02","7/10/23 19:07",0,100,260,1,"7/10/23 19:07","R_1NhxnvDfYgYLNlW","anonymous","EN",0.800000012,1,1,2,2,10,10,2,85,85,6,71,71,5,83,82,6,75,75,5,84,84,6,100,100,7,94,94,7,2,2,NA,20,3,76,37,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:05","7/10/23 19:08",0,100,137,1,"7/10/23 19:08","R_3KTxpAbVSIwzyqR","anonymous","EN",0.800000012,1,1,2,2,14,7,1,67,68,2,81,80,5,82,76,5,81,81,4,73,74,4,92,89,7,83,86,5,2,1,NA,18,2,80,34,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 19:07","7/10/23 19:09",0,100,135,1,"7/10/23 19:09","R_2qh15bRxrA0wgaK","anonymous","EN",0.800000012,1,1,2,2,18,31,1,57,68,6,59,69,5,63,82,4,50,70,6,43,72,3,77,97,7,60,78,5,2,1,NA,120,2,70,30,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:08","7/10/23 19:11",0,100,168,1,"7/10/23 19:11","R_2WZqu1ANymVV6j1","anonymous","EN",0.800000012,1,1,2,2,4,11,1,80,75,4,73,68,3,81,73,2,69,69,3,78,77,4,93,83,6,83,88,6,2,3,NA,11,2,67,25,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:09","7/10/23 19:12",0,100,201,1,"7/10/23 19:12","R_wTYngI2qfniaiHv","anonymous","EN",0.400000006,1,1,2,2,11,11,1,82,81,5,72,73,5,87,86,6,73,73,5,91,90,7,100,100,7,82,81,6,2,2,NA,24,2,65,37,1,NA,"3,5",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:11","7/10/23 19:13",0,100,144,1,"7/10/23 19:13","R_32RP9QM6PTXmDMQ","anonymous","EN",0.800000012,1,1,2,2,9,21,1,64,77,6,56,70,6,60,75,6,42,74,6,66,81,5,79,98,7,64,78,5,2,3,NA,240,2,85,35,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 19:12","7/10/23 19:13",0,100,45,1,"7/10/23 19:13","R_C8EUf5Eb8PJNw2t","anonymous","EN",0.899999976,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",""
"7/10/23 19:12","7/10/23 19:15",0,100,203,1,"7/10/23 19:15","R_4ZsDblOAI9uua2d","anonymous","EN",0.800000012,1,1,2,2,16,15,1,71,84,5,81,80,6,77,75,4,84,77,5,78,77,6,85,74,6,82,76,5,2,3,NA,15,2,75,34,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:13","7/10/23 19:17",0,100,237,1,"7/10/23 19:17","R_1FzFXeYTwyPpaqY","anonymous","EN",0.400000006,1,1,2,2,14,17,1,85,86,6,76,75,6,80,83,6,70,68,4,89,87,6,92,94,6,80,80,6,2,1,NA,19,3,88,30,1,NA,"3,4",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:08","7/10/23 19:17",0,100,518,1,"7/10/23 19:17","R_1QlW3OFB9CCrKm6","anonymous","EN",0.800000012,1,1,2,2,84,88,3,83,91,1,74,89,2,73,88,1,84,35,3,87,84,6,78,78,2,60,34,3,2,4,NA,45,3,21,21,1,NA,"3",NA,3,"","vign|satisfaction|inclusion|support"
"7/10/23 19:15","7/10/23 19:17",0,100,137,1,"7/10/23 19:17","R_1Fs5Vyj0haxKq2v","anonymous","EN",0.800000012,1,1,2,2,3,15,1,60,85,6,60,79,3,32,63,3,40,79,3,61,75,4,70,100,7,42,72,5,2,1,NA,120,2,80,30,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:17","7/10/23 19:19",0,100,117,1,"7/10/23 19:19","R_Tk3ocFZsdXVpTkB","anonymous","EN",0.400000006,1,1,2,2,27,18,1,60,56,2,74,77,5,79,81,4,67,63,4,72,75,5,77,75,3,81,75,5,2,4,NA,10,2,50,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:19","7/10/23 19:21",0,100,116,1,"7/10/23 19:21","R_2f2kEilMfefOC8C","anonymous","EN",0.400000006,1,1,2,2,1,11,1,39,67,5,27,74,4,66,85,5,29,73,6,50,79,5,85,97,7,62,79,6,2,3,NA,170,2,65,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:16","7/10/23 19:21",0,100,284,1,"7/10/23 19:21","R_2ffmRNnUjRcmwAh","anonymous","EN",0.899999976,1,1,2,2,79,76,3,73,66,6,30,69,3,76,74,5,59,36,2,67,76,4,74,66,1,30,77,4,5,2,NA,7,2,30,25,1,NA,"1",NA,7,"","vign|inclusion|satisfaction|support"
"7/10/23 19:19","7/10/23 19:21",0,100,129,1,"7/10/23 19:21","R_3mgd2k6fUGvGL2f","anonymous","EN",0.400000006,1,1,2,2,17,13,1,62,57,2,77,78,4,85,73,4,79,74,5,73,75,4,90,86,5,86,78,5,2,1,NA,22,2,65,29,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:18","7/10/23 19:22",0,100,252,1,"7/10/23 19:22","R_b4zkUdt8vevKKu5","anonymous","EN",0.400000006,1,1,2,2,12,10,1,72,73,5,83,84,6,75,75,6,68,68,5,88,88,6,95,95,7,97,97,7,2,3,NA,6,2,50,31,2,NA,"3",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 19:21","7/10/23 19:24",0,100,160,1,"7/10/23 19:24","R_sSQTKrdF9IhNoul","anonymous","EN",0.400000006,1,1,2,2,9,20,1,56,75,5,58,72,4,72,95,6,50,80,5,45,66,2,68,92,7,38,68,6,2,3,NA,120,2,88,30,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:22","7/10/23 19:25",0,100,190,1,"7/10/23 19:25","R_2ZTxu4S6jHCESlR","anonymous","EN",0.400000006,1,1,2,2,24,19,1,71,73,4,83,73,3,71,71,4,75,74,3,81,81,4,80,80,6,84,76,5,2,2,NA,48,2,68,34,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:23","7/10/23 19:27",0,100,228,1,"7/10/23 19:27","R_2v6ootk8WI4MNjp","anonymous","EN",NA,1,1,2,2,20,18,1,78,77,6,54,58,4,65,65,5,79,77,5,89,86,6,79,72,6,92,94,7,1,3,NA,8,2,58,31,2,NA,"5",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 19:21","7/10/23 19:27",0,100,349,1,"7/10/23 19:27","R_2qf3L5eKPDUOZco","anonymous","EN",1,1,1,2,2,50,50,1,100,100,7,98,100,1,100,100,7,80,79,2,100,100,7,100,100,7,100,100,7,2,2,NA,6,3,79,56,1,NA,"3",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 19:25","7/10/23 19:28",0,100,156,1,"7/10/23 19:28","R_2v0J0WBDyn8IYKB","anonymous","EN",0.400000006,1,1,2,2,4,18,1,32,82,5,43,70,4,64,77,4,43,70,5,37,63,5,83,100,7,60,79,6,2,1,NA,300,2,90,35,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:25","7/10/23 19:29",0,100,239,1,"7/10/23 19:29","R_bpWVbvkF5MqvGil","anonymous","EN",0.899999976,1,1,2,2,82,72,7,83,79,4,78,80,1,83,74,2,70,79,3,76,82,3,78,75,5,83,83,6,2,1,NA,35,2,90,22,2,NA,"3",NA,3,"","vign|satisfaction|inclusion|support"
"7/10/23 19:26","7/10/23 19:29",0,100,169,1,"7/10/23 19:29","R_2uHylo51mwjWtn3","anonymous","EN",0.800000012,1,1,2,2,20,13,1,77,73,4,83,74,6,80,80,5,83,81,5,77,77,5,100,90,7,85,88,6,2,3,NA,10,2,50,33,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:29","7/10/23 19:32",0,100,183,1,"7/10/23 19:32","R_3iDSRae6m4670D0","anonymous","EN",0.800000012,1,1,2,2,0,14,1,38,75,6,39,71,4,30,72,6,62,71,5,49,80,6,83,92,7,64,77,6,2,1,NA,240,4,80,30,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:30","7/10/23 19:32",0,100,161,1,"7/10/23 19:32","R_3CARJSurZxd9Yv9","anonymous","EN",0.800000012,1,1,2,2,16,6,1,82,79,3,80,70,5,86,76,4,82,73,4,84,77,6,89,89,7,74,71,4,2,3,NA,21,2,70,32,2,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:33","7/10/23 19:35",0,100,137,1,"7/10/23 19:35","R_1rHADuKF5NdBEcJ","anonymous","EN",0.800000012,1,1,2,2,0,3,1,73,79,6,29,75,5,58,74,5,50,77,5,43,74,4,77,93,7,45,73,6,2,3,NA,200,2,85,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:33","7/10/23 19:36",0,100,146,1,"7/10/23 19:36","R_z6gs5CSfkAXOYTv","anonymous","EN",NA,1,1,2,2,76,87,2,83,92,7,70,93,5,73,90,7,75,20,5,88,87,2,73,93,4,72,35,3,2,2,NA,23,2,78,22,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:34","7/10/23 19:36",0,100,119,1,"7/10/23 19:36","R_2eW2OYsrk5isO8K","anonymous","EN",0.800000012,1,1,2,2,21,18,1,61,67,2,79,78,5,80,86,4,81,77,5,80,76,4,78,74,4,86,85,6,2,4,NA,14,2,55,34,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:37","7/10/23 19:39",0,100,173,1,"7/10/23 19:39","R_3HFuIg0v8PzW5BN","anonymous","EN",0.800000012,1,1,2,2,5,14,1,50,63,5,40,65,6,43,73,6,50,85,5,63,78,6,77,100,7,57,78,6,2,2,NA,260,2,85,35,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 19:37","7/10/23 19:39",0,100,140,1,"7/10/23 19:39","R_3rP7L3iwHrqLXrg","anonymous","EN",0.800000012,1,1,2,2,28,84,1,77,91,2,76,90,1,82,87,1,75,86,7,76,82,1,31,85,1,78,89,5,2,2,NA,23,3,80,23,1,NA,"4",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 19:38","7/10/23 19:42",0,100,256,1,"7/10/23 19:42","R_3kzfpqRHzTDF1th","anonymous","EN",0.800000012,1,1,2,2,12,13,1,70,70,5,67,74,5,84,85,6,70,79,4,79,80,5,100,100,7,79,73,5,2,4,NA,20,2,78,36,1,NA,"3",NA,5,"","vign|inclusion|satisfaction|support"
"7/10/23 19:41","7/10/23 19:43",0,100,146,1,"7/10/23 19:43","R_4TwkYMKXzf1N0Q1","anonymous","EN",0.800000012,1,1,2,2,2,11,1,35,68,5,28,70,6,47,68,4,44,69,6,50,70,6,80,100,7,33,73,4,2,2,NA,220,2,80,30,1,NA,"3",NA,3,"","vign|satisfaction|inclusion|support"
"7/10/23 19:41","7/10/23 19:45",0,100,283,1,"7/10/23 19:45","R_3j1Jg5TruMfG84J","anonymous","EN",0.800000012,1,1,2,2,73,86,4,81,99,4,91,74,4,71,92,2,76,90,4,84,75,6,77,98,5,75,87,7,2,2,NA,34,2,80,25,1,NA,"3",NA,3,"","vign|inclusion|satisfaction|support"
"7/10/23 19:43","7/10/23 19:45",0,100,156,1,"7/10/23 19:45","R_3MrFeB010DUljFy","anonymous","EN",0.800000012,1,1,2,2,23,23,1,63,63,3,76,74,5,71,69,3,75,69,4,85,80,5,92,95,7,73,80,4,2,3,NA,6,2,50,30,2,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:44","7/10/23 19:46",0,100,150,1,"7/10/23 19:46","R_xE4KtairDNxAa9r","anonymous","EN",0.800000012,1,1,2,2,0,16,1,24,74,5,27,70,3,50,69,5,41,77,6,31,81,5,78,100,7,45,72,4,2,3,NA,400,2,95,36,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:46","7/10/23 19:49",0,100,157,1,"7/10/23 19:49","R_6s2VHnRIW7aBncB","anonymous","EN",0.800000012,1,1,2,2,17,18,1,64,61,3,80,70,7,79,77,5,80,86,6,74,78,4,100,100,7,81,74,4,2,3,NA,24,2,80,31,1,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:47","7/10/23 19:49",0,100,119,1,"7/10/23 19:49","R_1DHJO6qzVnt3ZIs","anonymous","EN",0.800000012,1,1,2,2,0,22,1,41,64,5,60,73,5,43,74,6,38,72,6,50,73,6,73,93,7,50,77,4,2,4,NA,150,2,70,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:48","7/10/23 19:52",0,100,274,1,"7/10/23 19:53","R_2bNNo9A9kxYU0gF","anonymous","EN",0.899999976,1,1,2,2,57,63,5,57,57,3,66,64,5,64,37,4,59,59,5,62,60,4,44,65,4,60,42,2,2,2,NA,5,3,5,30,1,NA,"3",NA,4,"","vign|satisfaction|inclusion|support"
"7/10/23 19:50","7/10/23 19:53",0,100,179,1,"7/10/23 19:53","R_1LqEnxuWwDcO8Vi","anonymous","EN",0.800000012,1,1,2,2,24,25,1,75,69,4,79,76,3,76,77,4,72,72,3,77,80,5,90,83,7,77,76,5,2,3,NA,16,2,60,29,2,NA,"3",NA,5,"","vign|satisfaction|inclusion|support"
"7/10/23 19:51","7/10/23 19:54",0,100,165,1,"7/10/23 19:54","R_a5mIpLGfbXkSJi1","anonymous","EN",0.800000012,1,1,2,2,6,19,1,35,56,3,33,65,5,26,62,3,42,76,6,38,75,4,88,100,7,47,71,6,2,2,NA,240,2,80,36,1,NA,"3",NA,4,"","vign|inclusion|satisfaction|support"
"7/10/23 19:47","7/10/23 19:56",0,100,540,1,"7/10/23 19:56","R_UzqdtNoquIkhbDH","anonymous","EN",1,1,1,2,2,74,84,4,77,82,3,80,81,2,78,84,2,87,86,4,74,79,2,72,80,3,81,88,5,2,2,NA,26,2,89,26,1,NA,"5",NA,3,"","vign|satisfaction|inclusion|support"
